//CFIN Home DCN,Dept Cost Descr,Site Descr,SCE,SCE Desc,Directorate
L057EA,Vehl Analys Operab'y,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L057DG,SysArch & Interfaces,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L09N1A,SW Test RB 2,"San Diego, CA",712705,Design Engineering,AE Leadership
L059CC,Computational EM,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
D08335,Structural Design,"Melbourne, FL",712705,Design Engineering,AE Leadership
ST71NH,Modem Products,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L059DA,Survivab'yTechIntegr,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L092DJ,SSSD Test Eng S8 (RB),"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST82DJ,Space Adv Programs BP03,"Edwards AFB, CA",712715,Software Engineering,Software Directorate
SICW35,NGAII Office - Iraq,"San Diego, CA",Int'l,Int'l,"Sys Integ, Test & Eval"
L054CL,Ops Analysis-Palm,"Unknown City, NV",712710,Systems Engineering,Sys Eng Directorate
L064CR,"El Segundo C&E,E&L","Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST58FD,MilSatCom 2,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L094HF,Grnd Ops UCAS  772210,"Palmdale, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
L01B10,SpecialProjects,"Palmdale, CA",712735,Program Management,Vehicle Engineering
L071CD,Comm & Links - PMDL,"Unknown City, NV",712705,Design Engineering,Elec & Payloads
ST67KG,Sp Struct Analys Sct 1 E354,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
L064CS,Rancho Eqmt & lines,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
L083DC,UCAS Development,"Unknown City, CA",712830,Offsite Engineering,Software Directorate
ST58FF,MilSatCom 4,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L054CI,Ops Analysis-Rancho,"Bethpage, NY",712710,Systems Engineering,Sys Eng Directorate
SICW33,NGAII - Afghanistan Office,"San Diego, CA",Int'l,Int'l,Sys Eng Directorate
SICW29,NGAII - UAE,"Edwards AFB, CA",Int'l,Int'l,Vehicle Engineering
L064FF,ES CHE & EPS-- Air  E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L065FH,Special Projs Flt Cntrl E30,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST72HD,Test Engineering,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
STD556,Vehicle & Control Station Sof~,"Redondo Beach, CA",712715,Software Engineering,AE Leadership
L046AD,SSSD/SSD Prog Afford,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
L064FK,Rancho CHE & EPS Air,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST68CG,Structures & Ant Mfg Eng,"Manhattan Beach, CA",712730,Engineering Technicians,Vehicle Engineering
ST58FH,MilSatCom 5,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST72GJ,2nd Shift Test,"Redondo Beach, CA",712815,Electronics Technicians,Elec & Payloads
ST44ED,Micro-electr M&P,"Redondo Beach, CA",712810,Electronics Engineering,Spec Eng & Prog Int
L021BA,Staff 772110,"San Diego, CA",712725,Engineering Support,Aerospace Eng Tech Ops
